Epoch,Joint,Rec,KLD
1926,144.549,0.277,0.288
1927,145.919,0.280,0.287
1928,145.455,0.279,0.286
1929,145.527,0.279,0.286
1930,145.570,0.279,0.287
1931,145.168,0.278,0.287
1932,145.026,0.278,0.288
1933,145.357,0.279,0.286
1934,145.502,0.279,0.286
1935,145.206,0.278,0.287
1936,144.472,0.277,0.288
1937,145.937,0.280,0.287
1938,144.931,0.278,0.286
1939,144.755,0.277,0.286
1940,145.287,0.278,0.286
1941,144.033,0.276,0.285
1942,145.335,0.278,0.286
1943,145.033,0.278,0.286
1944,144.998,0.278,0.286
1945,146.229,0.280,0.285
1946,146.731,0.281,0.286
1947,145.437,0.279,0.287
1948,144.662,0.277,0.287
1949,145.577,0.279,0.287
1950,145.720,0.279,0.288
1951,145.751,0.279,0.288
1952,145.099,0.278,0.286
1953,144.824,0.277,0.286
1954,145.802,0.280,0.284
1955,144.812,0.277,0.286
1956,145.300,0.278,0.287
1957,145.211,0.278,0.286
1958,144.984,0.278,0.288
1959,145.763,0.279,0.288
1960,146.004,0.280,0.288
1961,144.523,0.277,0.288
1962,144.398,0.277,0.287
1963,145.227,0.278,0.286
1964,144.790,0.277,0.285
1965,144.932,0.278,0.286
1966,145.167,0.278,0.286
1967,144.274,0.276,0.285
1968,144.375,0.277,0.285
1969,144.754,0.277,0.286
1970,144.078,0.276,0.286
1971,146.067,0.280,0.286
1972,145.126,0.278,0.286
1973,145.062,0.278,0.284
1974,145.062,0.278,0.287
1975,144.086,0.276,0.286
1976,144.144,0.276,0.285
1977,146.049,0.280,0.284
1978,143.873,0.276,0.284
1979,144.751,0.277,0.285
1980,146.088,0.280,0.288
1981,145.292,0.278,0.287
1982,145.259,0.278,0.286
1983,144.694,0.277,0.286
1984,145.333,0.279,0.285
1985,145.016,0.278,0.285
1986,144.670,0.277,0.286
1987,144.837,0.277,0.287
1988,144.437,0.277,0.284
1989,144.471,0.277,0.285
1990,145.745,0.279,0.286
1991,145.351,0.279,0.286
1992,145.301,0.279,0.284
1993,145.203,0.278,0.285
1994,144.440,0.277,0.284
1995,145.103,0.278,0.286
1996,144.641,0.277,0.285
1997,145.648,0.279,0.286
1998,145.240,0.278,0.286
1999,144.574,0.277,0.287
2000,145.100,0.278,0.286
